day,S,I,P,C,E,Q,D,A,W,R,R_t
146.0,50.872188023158486,63.76372637067522,0.0,403.2743704659598,12.148676463535853,243.85611615862166,0.0,0.21006367674895696,47.502262660435264,2509.0310407366073,0.27769729412585414
147.0,53.91706085205078,61.214508056640625,0.0,403.05621337890625,12.271352767944336,242.41868591308594,0.0,0.20661799609661102,46.00312805175781,2511.675537109375,0.29422603568651345
148.0,53.3878299168178,59.43604169573103,0.0,402.6947021484375,12.305623190743583,241.03348432268416,0.0,0.20458037086895534,44.7584468296596,2514.814278738839,0.2914118501674462
149.0,52.85859898158482,57.65757533482143,0.0,402.33319091796875,12.339893613542829,239.64828273228235,0.0,0.20254274564129965,43.51376560756138,2517.9530203683034,0.2885976646483789
150.0,52.32936804635184,55.879108973911826,0.0,401.9716796875,12.374164036342076,238.26308114188058,0.0,0.20050512041364396,42.269084385463174,2521.0917619977677,0.2857834791293116
151.0,51.800137111118865,54.10064261300223,0.0,401.61016845703125,12.408434459141322,236.8778795514788,0.0,0.1984674951859883,41.02440316336496,2524.2305036272323,0.28296929361024437
152.0,51.270906175885884,52.32217625209263,0.0,401.2486572265625,12.44270488194057,235.49267796107702,0.0,0.19642986995833261,39.77972194126674,2527.3692452566966,0.2801551080911771
153.0,50.7416752406529,50.543709891183035,0.0,400.88714599609375,12.476975304739815,234.10747637067522,0.0,0.19439224473067693,38.53504071916853,2530.507986886161,0.2773409225721098
154.0,50.21244430541992,48.76524353027344,0.0,400.525634765625,12.511245727539062,232.72227478027344,0.0,0.19235461950302124,37.29035949707031,2533.646728515625,0.27452673705304254
155.0,50.012503487723215,47.674063546316965,0.0,400.23023768833707,11.683388437543597,231.41906520298548,0.0,0.1891976318189076,36.0821293422154,2538.1034807477677,0.2733737827005631
156.0,49.81256267002651,46.58288356236049,0.0,399.9348406110491,10.855531147548131,230.11585562569755,0.0,0.18604064413479396,34.87389918736049,2542.560232979911,0.27222082834808364
157.0,49.6126218523298,45.491703578404014,0.0,399.63944353376115,10.027673857552664,228.8126460484096,0.0,0.18288365645068033,33.665669032505576,2547.0169852120534,0.2710678739956042
158.0,49.41268103463309,44.40052359444754,0.0,399.3440464564732,9.1998165675572,227.50943647112166,0.0,0.17972666876656668,32.45743887765067,2551.4737374441966,0.2699149196431248
159.0,49.21274021693638,43.30934361049107,0.0,399.0486493791853,8.371959277561732,226.2062268938337,0.0,0.17656968108245305,31.249208722795757,2555.930489676339,0.2687619652906454
